iter	Logloss
189	0.1755139658
190	0.1752689746
191	0.1750062633
192	0.1747395295
193	0.1745329366
194	0.174323524
195	0.1741254926
196	0.1738262111
197	0.173597795
198	0.17334284
199	0.1730732797
200	0.1728004425
201	0.1717310701
202	0.1714379609
203	0.1711934931
204	0.1710090946
205	0.1707706997
206	0.1705672296
207	0.1701036371
208	0.1698849998
209	0.1696720611
210	0.1694765266
211	0.1691496936
212	0.1689435917
213	0.1687246858
214	0.1684902473
215	0.1682830355
216	0.1680750569
217	0.1678434127
218	0.1675408428
219	0.1673528337
220	0.1671673386
221	0.1669625457
222	0.1667579546
223	0.1665557541
224	0.1663714447
225	0.1661875681
226	0.1659850959
227	0.1657944147
228	0.165615771
229	0.1654294822
230	0.1652156968
231	0.1650197925
232	0.1648292792
233	0.1646444723
234	0.1644813856
235	0.1643069981
236	0.1641137479
237	0.1639388949
238	0.1637514904
239	0.1635555845
240	0.1634006774
241	0.1631749677
242	0.1629810526
243	0.1628169391
244	0.16264561
245	0.1624744588
246	0.1623024806
247	0.1620858376
248	0.1619098317
249	0.1617383857
250	0.1615758996
251	0.1614172427
252	0.1611996445
253	0.1610596195
254	0.1609005121
255	0.1607310396
256	0.1605758781
257	0.1604379646
258	0.1602511676
259	0.1600798077
260	0.1598833178
261	0.1597479505
262	0.1595976185
263	0.1594252637
264	0.1592628519
265	0.1591251421
266	0.1588502301
267	0.1584265621
268	0.1582441143
269	0.1580701265
270	0.1579406216
271	0.157797786
272	0.157625321
273	0.1574343785
274	0.1573046023
275	0.1571668145
276	0.1570316789
277	0.1568636518
278	0.1566955217
279	0.1565264724
280	0.1563754882
281	0.156180526
282	0.1560203296
283	0.1558943194
284	0.1557135279
285	0.1555477035
286	0.1554061761
287	0.1552624972
288	0.1551356583
289	0.1550130994
290	0.154893791
291	0.154772899
292	0.1545900452
293	0.1538429336
294	0.1536915707
295	0.1535747542
296	0.1534424557
297	0.1533273781
298	0.1531935804
299	0.1530170059
300	0.1527740888
301	0.1526692792
302	0.1525461913
303	0.1524340983
304	0.1523289876
305	0.1522044172
306	0.1520483567
307	0.1519046939
308	0.1515320881
309	0.1514171864
310	0.1512370701
311	0.1503720977
312	0.1502283989
313	0.1501076198
314	0.149978022
315	0.1498679841
316	0.1490831605
317	0.1489754168
318	0.1486379366
319	0.1485326625
320	0.1484214091
321	0.148301174
322	0.1481958153
323	0.1480798665
324	0.1478403657
325	0.1476868355
326	0.1474246955
327	0.1471643566
328	0.147073319
329	0.1469679677
330	0.1468635206
331	0.1467275269
332	0.1466114435
333	0.1464627896
334	0.146362497
335	0.1462482158
336	0.1461100002
337	0.146007716
338	0.1458849042
339	0.1457064215
340	0.1455299385
341	0.1454229049
342	0.1453127753
343	0.1452012302
344	0.145076652
345	0.14496355
346	0.1448131926
347	0.144616828
348	0.1445247649
349	0.144429237
350	0.1443273319
351	0.1442144083
352	0.1441151106
353	0.1438957624
354	0.1437386787
355	0.1436437521
356	0.1435518712
357	0.1434305689
358	0.143340328
359	0.1432319478
360	0.1429901048
361	0.1428841114
362	0.1427609378
363	0.1426523174
364	0.1425592569
365	0.1424575573
366	0.1423596509
367	0.142269663
368	0.1421742044
369	0.1420810806
370	0.1419758628
371	0.1418787194
372	0.14175901
373	0.1415449183
374	0.1414690669
375	0.141359793
376	0.1412650108
377	0.1410554271
378	0.1409462814
379	0.1406254644
380	0.1405338444
381	0.1402288699
382	0.1400580749
383	0.1399690441
384	0.1398779944
385	0.139783921
386	0.1396807996
387	0.1395806253
388	0.1394748155
389	0.1393747679
390	0.1392796195
391	0.1391664808
392	0.1390774055
393	0.1389663563
394	0.1388769803
395	0.1387991988
396	0.1386587275
397	0.1385587702
398	0.1384742696
399	0.1383929648
400	0.1383085388
401	0.1381648098
402	0.1379458205
403	0.1378666054
404	0.1377265816
405	0.137638722
406	0.1375174974
407	0.1374440365
408	0.1373248097
409	0.1371906105
410	0.1369406781
411	0.1368375054
412	0.1367418597
413	0.1366565319
414	0.1365870616
415	0.1365149523
416	0.1364458693
417	0.1363668509
418	0.1362881509
419	0.1361830926
420	0.1361033513
421	0.1360368694
422	0.1359365412
423	0.1358691823
424	0.1357808356
425	0.135697374
426	0.1356298547
427	0.1355085849
428	0.1354265175
429	0.1353526795
430	0.1352803264
431	0.1351890276
432	0.1350912151
433	0.1350241721
434	0.134958184
435	0.1348854673
436	0.1348087408
437	0.1346473935
438	0.1345640264
439	0.1344530768
440	0.1343581546
441	0.1342958509
442	0.1341291605
443	0.1340533346
444	0.1339704302
445	0.1338334427
446	0.1337255431
447	0.1336597036
448	0.1335919324
449	0.1334906535
450	0.1334066987
451	0.1333015171
452	0.1332147391
453	0.1330557248
454	0.1329714743
455	0.1328920504
456	0.1328036602
457	0.132701891
458	0.1325943603
459	0.1325244488
460	0.1324260966
461	0.132329949
462	0.1322658094
463	0.1321630173
464	0.1320965187
465	0.1320302275
466	0.1319596242
467	0.1318691247
468	0.1316958807
469	0.1316286386
470	0.1315568556
471	0.1314858655
472	0.131417148
473	0.1313586635
474	0.1312781363
475	0.1311767113
476	0.1310489089
477	0.1309449365
478	0.1308934024
479	0.1308003182
480	0.1306565237
481	0.1305667421
482	0.1304552759
483	0.1304012756
484	0.1303331784
485	0.1302667398
486	0.1301237004
487	0.1300503378
488	0.1299754942
489	0.1299103061
490	0.1297949234
491	0.1297002262
492	0.1296190778
493	0.1295468209
494	0.1294652402
495	0.1293979736
496	0.1290070682
497	0.1289361256
498	0.1288613065
499	0.128770315
500	0.1287149779
501	0.1286508903
502	0.1285975881
503	0.1284850001
504	0.1283573421
505	0.1283010587
506	0.1282196269
507	0.1281525304
508	0.1280941598
509	0.1280362417
510	0.1279823777
511	0.1278653241
512	0.1277696357
513	0.1273427463
514	0.1272449044
515	0.1271962734
516	0.1269152858
517	0.1267661489
518	0.1266983741
519	0.1266015948
520	0.1265112676
521	0.1264116118
522	0.1263255487
523	0.1262785312
524	0.1261576739
525	0.1260824928
526	0.1260044318
527	0.125910465
528	0.1257771518
529	0.1257181401
530	0.1256710022
531	0.1255937501
532	0.1255414788
533	0.1253783819
534	0.1253156932
535	0.1252573646
536	0.1251999861
537	0.1251436289
538	0.1250638418
539	0.1249774924
540	0.1249272291
541	0.1248448066
542	0.1247984037
543	0.124447493
544	0.1243254658
545	0.1242419552
546	0.1241935676
547	0.1241443341
548	0.1240963597
549	0.1240341817
550	0.1239461394
551	0.1238347846
552	0.123771689
553	0.1235486505
554	0.1234783372
555	0.1234156635
556	0.1233600511
557	0.1232962892
558	0.1232486817
559	0.1231817617
560	0.123135545
561	0.1229906048
562	0.1228906293
563	0.1228321493
564	0.1227789502
565	0.1227048924
566	0.1226533492
567	0.1225901472
568	0.1225014597
569	0.1224459701
570	0.122380687
571	0.1222670922
572	0.1222032593
573	0.1220971903
574	0.1220420081
575	0.1214362111
576	0.1213283195
577	0.1212801625
578	0.1212252461
579	0.1211807047
580	0.1211325343
581	0.1210494385
582	0.1209502952
583	0.1208832852
584	0.1208272274
585	0.1207785572
586	0.1207284732
587	0.1206603733
588	0.1205910644
589	0.1205431303
590	0.1204937608
591	0.1204402189
592	0.1203599877
593	0.1202885064
594	0.1201680046
595	0.1200916848
596	0.1200370497
597	0.1198524292
598	0.1197905786
599	0.1197185321
600	0.1195669211
601	0.1193846603
602	0.1193143712
603	0.1192567661
604	0.1192040421
605	0.1191585473
606	0.1191123695
607	0.1190673457
608	0.1190273102
609	0.1189784997
610	0.118818764
611	0.1187075531
612	0.1186630564
613	0.1185842264
614	0.1185090154
615	0.1184175216
616	0.1183746062
617	0.1183248981
618	0.1182421565
619	0.1182005676
620	0.1181444581
621	0.1181032201
622	0.1180414094
623	0.1179493166
624	0.1178632351
625	0.1178139418
626	0.1177553044
627	0.1176475601
628	0.1175736694
629	0.1175178312
630	0.1174446071
631	0.1174007706
632	0.1173084013
633	0.1172494983
634	0.1172067026
635	0.1171460989
636	0.1170863462
637	0.1170383834
638	0.1169827442
639	0.1169062059
640	0.1168670712
641	0.1168144088
642	0.1167774341
643	0.1167195088
644	0.1166583483
645	0.1166126111
646	0.1165579138
647	0.116497398
648	0.1163924229
649	0.116353535
650	0.1163035933
651	0.1162590463
652	0.1162024585
653	0.1161308818
654	0.1160818127
655	0.1160457613
656	0.1159845543
657	0.1159189109
658	0.1158677702
659	0.1158009147
660	0.1157526388
661	0.1157135779
662	0.1156787927
663	0.115630435
664	0.1155797
665	0.1155118619
666	0.1154605432
667	0.1153825332
668	0.115346218
669	0.1152966162
670	0.1152482775
671	0.1151974118
672	0.1151570709
673	0.115098212
674	0.1148143567
675	0.1147694066
676	0.1145065509
677	0.1144714901
678	0.1144026763
679	0.1143425455
680	0.1143066542
681	0.1142507907
682	0.1142141144
683	0.1141607191
684	0.1141148731
685	0.1140796528
686	0.1140275903
687	0.1139829373
688	0.1139391808
689	0.1138927006
690	0.1138489506
691	0.1137774162
692	0.1137257575
693	0.1136772635
694	0.1136254441
695	0.1135938233
696	0.1135380395
697	0.1134682972
698	0.1133988632
699	0.1133524601
700	0.113285038
701	0.1132421382
702	0.1131975754
703	0.1131686409
704	0.1131172025
705	0.1130763656
706	0.1130439283
707	0.113007947
708	0.1129556233
709	0.1128933563
710	0.1128581142
711	0.1128188973
712	0.1127461423
713	0.1126961402
714	0.1126393732
715	0.1125922498
716	0.1125468693
717	0.1125087774
718	0.1124457382
719	0.1124036464
720	0.1123088309
721	0.1122726264
722	0.1122205654
723	0.1121610093
724	0.1121064605
725	0.1120634871
726	0.1119947395
727	0.1119552164
728	0.1119015481
729	0.1117904935
730	0.1116827764
731	0.1116312183
732	0.1113116878
733	0.1112786892
734	0.1112226239
735	0.1111599688
736	0.1111194529
737	0.111087105
738	0.1110433528
739	0.1110084861
740	0.1109533442
741	0.1109216164
742	0.1108754877
743	0.1108357913
744	0.1107974528
745	0.1107614746
746	0.1106719803
747	0.1106307648
748	0.110596363
749	0.1105504753
750	0.1105032817
751	0.1104619401
752	0.1104153994
753	0.110382273
754	0.1103314151
755	0.110301055
756	0.1102609477
757	0.1102187626
758	0.1101779553
759	0.1101356855
760	0.1100956163
761	0.1100640342
762	0.1100043556
763	0.1099750333
764	0.1099480137
765	0.1099223939
766	0.1098765287
767	0.1098525373
768	0.1098211721
769	0.1097726823
770	0.1097421414
771	0.1097092292
772	0.1096746124
773	0.1096301877
774	0.1095794519
775	0.1095346005
776	0.1094908781
777	0.1094593683
778	0.1094196806
779	0.1093681096
780	0.1092472614
781	0.109215886
782	0.1091898331
783	0.1091309081
784	0.1090925205
785	0.1090572578
786	0.1090106184
787	0.1089761337
788	0.1089470813
789	0.1088840379
790	0.1088547852
791	0.1088289201
792	0.1087974475
793	0.1087492524
794	0.1087182462
795	0.108684557
796	0.1086443232
797	0.1085754896
798	0.1085469135
799	0.1085164819
800	0.1084662843
801	0.1082207194
802	0.1081807189
803	0.1081255267
804	0.1080928453
805	0.108011626
806	0.1079725527
807	0.1079425443
808	0.1079110332
809	0.1078680243
810	0.1078357539
811	0.1077782647
812	0.1076869526
813	0.1076575817
814	0.107608749
815	0.1075641502
816	0.107513424
817	0.1074722884
818	0.107421727
819	0.1073850064
820	0.1073641854
821	0.1073380831
822	0.1072905365
823	0.1072569437
824	0.1072001777
825	0.1071409584
826	0.1071110813
827	0.1070679122
828	0.1068668528
829	0.1068371522
830	0.1067963117
831	0.1067519852
832	0.106721379
833	0.1066599441
834	0.106621589
835	0.1065663953
836	0.1062639498
837	0.1062433756
838	0.1061749392
839	0.1061380331
840	0.1060875516
841	0.1060545314
842	0.1059920967
843	0.1059684606
844	0.1059411804
845	0.1059165803
846	0.1058888372
847	0.1058618303
848	0.1058213308
849	0.1057761772
850	0.105748541
851	0.1057070912
852	0.1056671571
853	0.1056389885
854	0.1056023084
855	0.105557081
856	0.1055329688
857	0.1055011782
858	0.1054672203
859	0.1054348422
860	0.1053985458
861	0.105348064
862	0.1053252041
863	0.1053004444
864	0.1052633797
865	0.1052090501
866	0.1051877465
867	0.1051472329
868	0.1051150923
869	0.1050856248
870	0.1050327514
871	0.1049986745
872	0.1049589527
873	0.1049337064
874	0.1049046838
875	0.1048514769
876	0.1048276234
877	0.1047612389
878	0.1047294116
879	0.1046862543
880	0.1046353243
881	0.1045878176
882	0.1045550061
883	0.1045192285
884	0.1044893832
885	0.1044690263
886	0.1044381958
887	0.1044093545
888	0.1043851467
889	0.1043613119
890	0.1043208095
891	0.1042813181
892	0.1042411279
893	0.1042019553
894	0.1041573155
895	0.1040941287
896	0.103962909
897	0.103855
898	0.1038269863
899	0.1038024959
900	0.1037678545
901	0.1037215696
902	0.1036959332
903	0.1036687614
904	0.1036343722
905	0.1036050253
906	0.1035541027
907	0.1034921826
908	0.1034586164
909	0.1034353627
910	0.1034050339
911	0.1033834923
912	0.1033272228
913	0.1033011657
914	0.1032682426
915	0.1031823228
916	0.1031576468
917	0.1031244271
918	0.1030945658
919	0.1030620193
920	0.1030176523
921	0.1029734751
922	0.1029417021
923	0.1029115005
924	0.1028706174
925	0.1028371534
926	0.1028052922
927	0.1027721813
928	0.1027444524
929	0.1026958261
930	0.1026522875
931	0.1026211931
932	0.1025804675
933	0.1025512907
934	0.1025021327
935	0.1024589274
936	0.1024421732
937	0.1024143115
938	0.1023604507
939	0.1023355441
940	0.102309026
941	0.1022756201
942	0.1022325386
943	0.1022010933
944	0.1021726149
945	0.1021284493
946	0.1020962346
947	0.102062318
948	0.1020072063
949	0.1019707652
950	0.1019336556
951	0.1019094311
952	0.1018830604
953	0.1018542636
954	0.1018134719
955	0.1017817364
956	0.1017251376
957	0.101693909
958	0.1016615999
959	0.1016298177
960	0.101613953
961	0.1015716125
962	0.1015284768
963	0.1015080801
964	0.1014731134
965	0.1014376499
966	0.1014065363
967	0.1013531696
968	0.1013176122
969	0.1012889041
970	0.101266868
971	0.1012233059
972	0.1011782785
973	0.101144379
974	0.1010749311
975	0.101044553
976	0.1010170763
977	0.1009859644
978	0.1009615088
979	0.1009120246
980	0.1008666635
981	0.1008338919
982	0.1008051294
983	0.1007828259
984	0.100757561
985	0.1007388802
986	0.1006973522
987	0.1006716012
988	0.1006403898
989	0.1006008517
990	0.1005649896
991	0.1005396203
992	0.1005191013
993	0.1004956454
994	0.1004506801
995	0.1004188229
996	0.1003944175
997	0.1003751074
998	0.1003385364
999	0.1002947449
